,YearBuilt,price_mean
293,1974,183050.0
294,1971,131820.45454545456
295,1960,161550.0
296,1959,154124.3076923077
297,1957,149959.1
298,1956,135810.7142857143
299,1961,139846.42857142858
300,1964,161893.33333333334
301,1965,153115.95833333334
302,1961,139846.42857142858
303,1955,134517.1875
304,1967,142337.5
305,1961,139846.42857142858
306,1966,159559.44444444444
307,1956,135810.7142857143
308,1960,161550.0
309,1959,154124.3076923077
310,1956,135810.7142857143
311,1955,134517.1875
312,1956,135810.7142857143
313,1958,143179.16666666666
314,1954,139650.0
315,1951,136600.0
316,1945,133500.0
317,1952,110398.6
318,1953,146333.33333333334
319,1948,137764.2857142857
320,1950,128036.25
321,1958,143179.16666666666
322,1939,150825.0
323,1900,112492.6
324,1925,129190.625
325,1915,134387.5
326,1910,111959.05882352941
327,1940,131994.44444444444
328,1920,112903.33333333333
329,1890,142200.0
330,1969,160725.64285714287
331,1963,143403.125
332,1967,142337.5
333,1958,143179.16666666666
334,1957,149959.1
335,1958,143179.16666666666
336,1950,128036.25
337,1958,143179.16666666666
338,1952,110398.6
339,1959,154124.3076923077
340,1949,111517.58333333333
341,1948,137764.2857142857
342,1964,161893.33333333334
343,1978,160962.5
344,1963,143403.125
345,1935,161083.33333333334
346,1910,111959.05882352941
347,1910,111959.05882352941
348,1910,111959.05882352941
349,1939,150825.0
350,1920,112903.33333333333
351,1910,111959.05882352941
352,1950,128036.25
353,1920,112903.33333333333
354,1940,131994.44444444444
355,1923,159428.57142857142
356,1910,111959.05882352941
357,1900,112492.6
358,1917,129500.0
359,1910,111959.05882352941
360,1920,112903.33333333333
361,1910,111959.05882352941
362,1900,112492.6
363,1923,159428.57142857142
364,1930,103588.88888888889
365,1924,105985.71428571429
366,1925,129190.625
367,1938,109137.5
368,1925,129190.625
369,1915,134387.5
370,1915,134387.5
371,1922,109237.5
372,1927,82666.66666666667
373,1915,134387.5
374,1902,
375,1927,82666.66666666667
376,1923,159428.57142857142
377,1915,134387.5
378,1946,122400.0
379,1987,198000.0
380,1978,160962.5
381,1934,220766.66666666666
382,1967,142337.5
383,1978,160962.5
384,1961,139846.42857142858
385,1960,161550.0
386,1956,135810.7142857143
387,1947,117200.0
388,1954,139650.0
389,1956,135810.7142857143
390,1946,122400.0
391,1954,139650.0
392,1984,164111.11111111112
393,1990,220881.66666666666
394,1983,181400.0
395,1993,218058.82352941178
396,1880,200619.75
397,1979,156396.88888888888
398,1979,156396.88888888888
399,1979,156396.88888888888
400,1979,156396.88888888888
401,2000,210766.66666666666
402,2000,210766.66666666666
403,2000,210766.66666666666
404,2009,269220.0
405,2008,348849.1304347826
406,2008,348849.1304347826
407,2007,255362.73469387754
408,2007,255362.73469387754
409,2008,348849.1304347826
410,2005,229680.953125
411,2005,229680.953125
412,1992,218384.61538461538
413,1994,247900.0
414,1998,220450.0
415,1998,220450.0
416,2002,226869.5652173913
417,2001,242630.0
418,1978,160962.5
419,1979,156396.88888888888
420,2002,226869.5652173913
421,2003,227408.57777777777
422,2002,226869.5652173913
423,2001,242630.0
424,1999,210614.72
425,2002,226869.5652173913
426,1997,214925.0
427,2007,255362.73469387754
428,2007,255362.73469387754
429,1960,161550.0
430,2005,229680.953125
431,1959,154124.3076923077
432,1950,128036.25
433,1959,154124.3076923077
434,1956,135810.7142857143
435,1941,120900.0
436,1938,109137.5
437,1935,161083.33333333334
438,1916,139800.0
439,1918,172421.42857142858
440,1940,131994.44444444444
441,1960,161550.0
442,1940,131994.44444444444
443,1954,139650.0
444,1960,161550.0
445,1949,111517.58333333333
446,1954,139650.0
447,1980,164800.0
448,1980,164800.0
449,1980,164800.0
450,1986,212000.0
451,1971,131820.45454545456
452,1900,112492.6
453,1925,129190.625
454,2007,255362.73469387754
455,1910,111959.05882352941
456,2000,210766.66666666666
457,1977,166860.9375
458,1977,166860.9375
459,1991,186140.0
460,2008,348849.1304347826
461,2008,348849.1304347826
462,1980,164800.0
463,1987,198000.0
464,2003,227408.57777777777
465,2007,255362.73469387754
466,1968,166075.0
467,1969,160725.64285714287
468,1972,140569.5652173913
469,1993,218058.82352941178
470,1992,218384.61538461538
471,1992,218384.61538461538
472,1969,160725.64285714287
473,1997,214925.0
474,1995,262194.44444444444
475,1998,220450.0
476,1996,259162.66666666666
477,1996,259162.66666666666
478,1997,214925.0
479,1992,218384.61538461538
480,1998,220450.0
481,1991,186140.0
482,1989,279500.0
483,2005,229680.953125
484,2004,210347.72222222222
485,1952,110398.6
486,2007,255362.73469387754
487,1950,128036.25
488,1988,204636.36363636365
489,1983,181400.0
490,1978,160962.5
491,1979,156396.88888888888
492,1976,163831.9696969697
493,1980,164800.0
494,1969,160725.64285714287
495,1978,160962.5
496,1976,163831.9696969697
497,1996,259162.66666666666
498,1974,183050.0
499,1969,160725.64285714287
500,1971,131820.45454545456
501,1973,139400.0
502,1972,140569.5652173913
503,1972,140569.5652173913
504,1975,159268.75
505,1977,166860.9375
506,2007,255362.73469387754
507,2007,255362.73469387754
508,2007,255362.73469387754
509,2006,251775.44776119402
510,2005,229680.953125
511,2005,229680.953125
512,2007,255362.73469387754
513,2004,210347.72222222222
514,2003,227408.57777777777
515,2003,227408.57777777777
516,2001,242630.0
517,2003,227408.57777777777
518,2008,348849.1304347826
519,2005,229680.953125
520,2007,255362.73469387754
521,2006,251775.44776119402
522,2006,251775.44776119402
523,2003,227408.57777777777
524,2003,227408.57777777777
525,2004,210347.72222222222
526,2007,255362.73469387754
527,2004,210347.72222222222
528,2002,226869.5652173913
529,2003,227408.57777777777
530,2007,255362.73469387754
531,2000,210766.66666666666
532,2002,226869.5652173913
533,1999,210614.72
534,1999,210614.72
535,1997,214925.0
536,2000,210766.66666666666
537,1998,220450.0
538,1996,259162.66666666666
539,1995,262194.44444444444
540,1993,218058.82352941178
541,2006,251775.44776119402
542,2007,255362.73469387754
543,2007,255362.73469387754
544,2006,251775.44776119402
545,2007,255362.73469387754
546,2007,255362.73469387754
547,2007,255362.73469387754
548,2003,227408.57777777777
549,2003,227408.57777777777
550,2005,229680.953125
551,2007,255362.73469387754
552,1995,262194.44444444444
553,1993,218058.82352941178
554,1994,247900.0
555,2001,242630.0
556,1992,218384.61538461538
557,1963,143403.125
558,1961,139846.42857142858
559,1968,166075.0
560,1963,143403.125
561,1974,183050.0
562,1972,140569.5652173913
563,1990,220881.66666666666
564,1993,218058.82352941178
565,2004,210347.72222222222
566,2005,229680.953125
567,2007,255362.73469387754
568,1999,210614.72
569,2000,210766.66666666666
570,2001,242630.0
571,2001,242630.0
572,1999,210614.72
573,1999,210614.72
574,2001,242630.0
575,1999,210614.72
576,1999,210614.72
577,1998,220450.0
578,1995,262194.44444444444
579,1977,166860.9375
580,1976,163831.9696969697
581,2002,226869.5652173913
582,1969,160725.64285714287
583,1968,166075.0
584,1967,142337.5
585,1965,153115.95833333334
586,1968,166075.0
587,1965,153115.95833333334
588,1965,153115.95833333334
589,1971,131820.45454545456
590,1956,135810.7142857143
591,1961,139846.42857142858
592,1960,161550.0
593,1937,131974.2
594,1960,161550.0
595,1950,128036.25
596,1953,146333.33333333334
597,1966,159559.44444444444
598,1957,149959.1
599,1959,154124.3076923077
600,1958,143179.16666666666
601,1956,135810.7142857143
602,1952,110398.6
603,1953,146333.33333333334
604,1953,146333.33333333334
605,1957,149959.1
606,1957,149959.1
607,1957,149959.1
608,1948,137764.2857142857
609,1925,129190.625
610,1940,131994.44444444444
611,1922,109237.5
612,1968,166075.0
613,1958,143179.16666666666
614,1960,161550.0
615,1951,136600.0
616,1959,154124.3076923077
617,1962,145742.1052631579
618,1948,137764.2857142857
619,1954,139650.0
620,1954,139650.0
621,1961,139846.42857142858
622,1955,134517.1875
623,1954,139650.0
624,1963,143403.125
625,2008,348849.1304347826
626,1948,137764.2857142857
627,1910,111959.05882352941
628,1940,131994.44444444444
629,1915,134387.5
630,1910,111959.05882352941
631,1940,131994.44444444444
632,1920,112903.33333333333
633,1920,112903.33333333333
634,1940,131994.44444444444
635,1910,111959.05882352941
636,1890,142200.0
637,1946,122400.0
638,1946,122400.0
639,1949,111517.58333333333
640,1900,112492.6
641,1920,112903.33333333333
642,1900,112492.6
643,1920,112903.33333333333
644,1905,163000.0
645,1920,112903.33333333333
646,1890,142200.0
647,1959,154124.3076923077
648,1958,143179.16666666666
649,1928,135557.14285714287
650,1945,133500.0
651,1935,161083.33333333334
652,1941,120900.0
653,1900,112492.6
654,1940,131994.44444444444
655,1924,105985.71428571429
656,1937,131974.2
657,1939,150825.0
658,1926,124144.44444444444
659,1920,112903.33333333333
660,1946,122400.0
661,1929,153000.0
662,1945,133500.0
663,1939,150825.0
664,1923,159428.57142857142
665,1915,134387.5
666,1910,111959.05882352941
667,1910,111959.05882352941
668,1930,103588.88888888889
669,1952,110398.6
670,1938,109137.5
671,1915,134387.5
672,1925,129190.625
673,1925,129190.625
674,1912,119466.66666666667
675,1915,134387.5
676,1947,117200.0
677,1963,143403.125
678,1978,160962.5
679,1967,142337.5
680,1978,160962.5
681,1967,142337.5
682,1984,164111.11111111112
683,1920,112903.33333333333
684,1963,143403.125
685,1956,135810.7142857143
686,1960,161550.0
687,1941,120900.0
688,1970,134647.91666666666
689,1979,156396.88888888888
690,1948,137764.2857142857
691,1940,131994.44444444444
692,1956,135810.7142857143
693,1975,159268.75
694,1962,145742.1052631579
695,1995,262194.44444444444
696,1994,247900.0
697,1993,218058.82352941178
698,1996,259162.66666666666
699,2007,255362.73469387754
700,2007,255362.73469387754
701,2008,348849.1304347826
702,2008,348849.1304347826
703,1995,262194.44444444444
704,1966,159559.44444444444
705,1994,247900.0
706,1997,214925.0
707,1997,214925.0
708,2000,210766.66666666666
709,2000,210766.66666666666
710,1978,160962.5
711,1975,159268.75
712,1975,159268.75
713,2001,242630.0
714,2001,242630.0
715,2002,226869.5652173913
716,2003,227408.57777777777
717,1999,210614.72
718,2004,210347.72222222222
719,1997,214925.0
720,2004,210347.72222222222
721,2007,255362.73469387754
722,2007,255362.73469387754
723,1966,159559.44444444444
724,1976,163831.9696969697
725,1976,163831.9696969697
726,1977,166860.9375
727,1976,163831.9696969697
728,1959,154124.3076923077
729,1955,134517.1875
730,1955,134517.1875
731,1955,134517.1875
732,1938,109137.5
733,1947,117200.0
734,1953,146333.33333333334
735,1954,139650.0
736,1923,159428.57142857142
737,1921,140813.33333333334
738,1930,103588.88888888889
739,1926,124144.44444444444
740,1914,126055.28571428571
741,1925,129190.625
742,1923,159428.57142857142
743,1937,131974.2
744,1938,109137.5
745,1951,136600.0
746,1935,161083.33333333334
747,1950,128036.25
748,1956,135810.7142857143
749,1980,164800.0
750,1926,124144.44444444444
751,1940,131994.44444444444
752,1930,103588.88888888889
753,1967,142337.5
754,1930,103588.88888888889
755,1958,143179.16666666666
756,1952,110398.6
757,1895,
758,1910,111959.05882352941
759,1920,112903.33333333333
760,2007,255362.73469387754
761,2004,210347.72222222222
762,1996,259162.66666666666
763,1996,259162.66666666666
764,1976,163831.9696969697
765,1991,186140.0
766,1986,212000.0
767,2006,251775.44776119402
768,2007,255362.73469387754
769,2006,251775.44776119402
770,2008,348849.1304347826
771,1989,279500.0
772,1986,212000.0
773,2003,227408.57777777777
774,1999,210614.72
775,2007,255362.73469387754
776,2005,229680.953125
777,1997,214925.0
778,2007,255362.73469387754
779,1997,214925.0
780,1964,161893.33333333334
781,1975,159268.75
782,1976,163831.9696969697
783,1973,139400.0
784,1973,139400.0
785,1968,166075.0
786,1970,134647.91666666666
787,1983,181400.0
788,1982,132400.0
789,1984,164111.11111111112
790,1900,112492.6
791,1971,131820.45454545456
792,1997,214925.0
793,1994,247900.0
794,1999,210614.72
795,1996,259162.66666666666
796,1999,210614.72
797,1992,218384.61538461538
798,1993,218058.82352941178
799,1964,161893.33333333334
800,1988,204636.36363636365
801,1990,220881.66666666666
802,2005,229680.953125
803,2006,251775.44776119402
804,1969,160725.64285714287
805,2006,251775.44776119402
806,2006,251775.44776119402
807,2006,251775.44776119402
808,1984,164111.11111111112
809,1981,249880.0
810,1978,160962.5
811,1979,156396.88888888888
812,1984,164111.11111111112
813,1979,156396.88888888888
814,1971,131820.45454545456
815,1976,163831.9696969697
816,1974,183050.0
817,1970,134647.91666666666
818,1970,134647.91666666666
819,1961,139846.42857142858
820,2001,242630.0
821,1997,214925.0
822,1973,139400.0
823,1973,139400.0
824,1978,160962.5
825,1966,159559.44444444444
826,2006,251775.44776119402
827,2006,251775.44776119402
828,2007,255362.73469387754
829,2007,255362.73469387754
830,2006,251775.44776119402
831,2005,229680.953125
832,2007,255362.73469387754
833,2005,229680.953125
834,2007,255362.73469387754
835,2007,255362.73469387754
836,2007,255362.73469387754
837,2006,251775.44776119402
838,2004,210347.72222222222
839,2003,227408.57777777777
840,2007,255362.73469387754
841,2005,229680.953125
842,2005,229680.953125
843,2006,251775.44776119402
844,2005,229680.953125
845,2005,229680.953125
846,2005,229680.953125
847,2006,251775.44776119402
848,2005,229680.953125
849,2006,251775.44776119402
850,2003,227408.57777777777
851,2007,255362.73469387754
852,2005,229680.953125
853,2006,251775.44776119402
854,2006,251775.44776119402
855,2006,251775.44776119402
856,2005,229680.953125
857,2007,255362.73469387754
858,2007,255362.73469387754
859,2007,255362.73469387754
860,2003,227408.57777777777
861,2007,255362.73469387754
862,2004,210347.72222222222
863,2004,210347.72222222222
864,2006,251775.44776119402
865,2003,227408.57777777777
866,2003,227408.57777777777
867,2002,226869.5652173913
868,2000,210766.66666666666
869,1999,210614.72
870,1997,214925.0
871,1998,220450.0
872,1998,220450.0
873,1998,220450.0
874,1992,218384.61538461538
875,1996,259162.66666666666
876,2007,255362.73469387754
877,2007,255362.73469387754
878,2006,251775.44776119402
879,2007,255362.73469387754
880,2007,255362.73469387754
881,2005,229680.953125
882,2005,229680.953125
883,2006,251775.44776119402
884,2006,251775.44776119402
885,2007,255362.73469387754
886,2006,251775.44776119402
887,2007,255362.73469387754
888,2007,255362.73469387754
889,2007,255362.73469387754
890,2007,255362.73469387754
891,2006,251775.44776119402
892,2004,210347.72222222222
893,2006,251775.44776119402
894,2006,251775.44776119402
895,2003,227408.57777777777
896,2006,251775.44776119402
897,1993,218058.82352941178
898,1980,164800.0
899,1977,166860.9375
900,1968,166075.0
901,1990,220881.66666666666
902,1974,183050.0
903,1973,139400.0
904,2004,210347.72222222222
905,2006,251775.44776119402
906,2006,251775.44776119402
907,2006,251775.44776119402
908,2006,251775.44776119402
909,1999,210614.72
910,2000,210766.66666666666
911,1999,210614.72
912,2003,227408.57777777777
913,1998,220450.0
914,1994,247900.0
915,1980,164800.0
916,1981,249880.0
917,1968,166075.0
918,1970,134647.91666666666
919,1969,160725.64285714287
920,1968,166075.0
921,1972,140569.5652173913
922,1993,218058.82352941178
923,1993,218058.82352941178
924,1966,159559.44444444444
925,1963,143403.125
926,1967,142337.5
927,1964,161893.33333333334
928,1956,135810.7142857143
929,1961,139846.42857142858
930,1961,139846.42857142858
931,1960,161550.0
932,1966,159559.44444444444
933,1965,153115.95833333334
934,1964,161893.33333333334
935,1964,161893.33333333334
936,1959,154124.3076923077
937,1940,131994.44444444444
938,1946,122400.0
939,1945,133500.0
940,1958,143179.16666666666
941,1955,134517.1875
942,1968,166075.0
943,1966,159559.44444444444
944,1961,139846.42857142858
945,1957,149959.1
946,1956,135810.7142857143
947,1963,143403.125
948,1960,161550.0
949,1957,149959.1
950,1957,149959.1
951,1955,134517.1875
952,1955,134517.1875
953,1953,146333.33333333334
954,1958,143179.16666666666
955,1952,110398.6
956,1953,146333.33333333334
957,1956,135810.7142857143
958,1955,134517.1875
959,1955,134517.1875
960,1953,146333.33333333334
961,1952,110398.6
962,1890,142200.0
963,1953,146333.33333333334
964,1935,161083.33333333334
965,1925,129190.625
966,1895,
967,1963,143403.125
968,1961,139846.42857142858
969,1968,166075.0
970,1950,128036.25
971,1959,154124.3076923077
972,1958,143179.16666666666
973,1960,161550.0
974,1960,161550.0
975,1961,139846.42857142858
976,1962,145742.1052631579
977,1962,145742.1052631579
978,1926,124144.44444444444
979,1927,82666.66666666667
980,1922,109237.5
981,1920,112903.33333333333
982,1940,131994.44444444444
983,1900,112492.6
984,1900,112492.6
985,1900,112492.6
986,1910,111959.05882352941
987,1927,82666.66666666667
988,1910,111959.05882352941
989,1910,111959.05882352941
990,1930,103588.88888888889
991,1879,
992,1956,135810.7142857143
993,1949,111517.58333333333
994,1925,129190.625
995,1950,128036.25
996,1939,150825.0
997,1939,150825.0
998,1939,150825.0
999,1938,109137.5
1000,1939,150825.0
1001,1930,103588.88888888889
1002,1926,124144.44444444444
1003,1918,172421.42857142858
1004,1920,112903.33333333333
1005,1926,124144.44444444444
1006,1929,153000.0
1007,1901,
1008,1901,
1009,1963,143403.125
1010,1950,128036.25
1011,1915,134387.5
1012,1958,143179.16666666666
1013,1910,111959.05882352941
1014,1937,131974.2
1015,1942,162000.0
1016,1963,143403.125
1017,1964,161893.33333333334
1018,1964,161893.33333333334
1019,1964,161893.33333333334
1020,1966,159559.44444444444
1021,1971,131820.45454545456
1022,1968,166075.0
1023,1967,142337.5
1024,1966,159559.44444444444
1025,1956,135810.7142857143
1026,1920,112903.33333333333
1027,1940,131994.44444444444
1028,1954,139650.0
1029,1958,143179.16666666666
1030,1945,133500.0
1031,1984,164111.11111111112
1032,1948,137764.2857142857
1033,1953,146333.33333333334
1034,1946,122400.0
1035,1954,139650.0
1036,1954,139650.0
1037,1958,143179.16666666666
1038,1958,143179.16666666666
1039,1984,164111.11111111112
1040,1951,136600.0
1041,1951,136600.0
1042,1920,112903.33333333333
1043,1984,164111.11111111112
1044,1994,247900.0
1045,2007,255362.73469387754
1046,2006,251775.44776119402
1047,2007,255362.73469387754
1048,2005,229680.953125
1049,2006,251775.44776119402
1050,2005,229680.953125
1051,2005,229680.953125
1052,1988,204636.36363636365
1053,1976,163831.9696969697
1054,1994,247900.0
1055,1997,214925.0
1056,1994,247900.0
1057,1996,259162.66666666666
1058,1999,210614.72
1059,1998,220450.0
1060,2001,242630.0
1061,2000,210766.66666666666
1062,1974,183050.0
1063,1976,163831.9696969697
1064,1977,166860.9375
1065,1977,166860.9375
1066,1977,166860.9375
1067,1975,159268.75
1068,1972,140569.5652173913
1069,1972,140569.5652173913
1070,2000,210766.66666666666
1071,2003,227408.57777777777
1072,2002,226869.5652173913
1073,1994,247900.0
1074,2001,242630.0
1075,1996,259162.66666666666
1076,1999,210614.72
1077,2007,255362.73469387754
1078,2005,229680.953125
1079,2006,251775.44776119402
1080,2006,251775.44776119402
1081,2005,229680.953125
1082,1967,142337.5
1083,1963,143403.125
1084,1925,129190.625
1085,1960,161550.0
1086,1976,163831.9696969697
1087,1979,156396.88888888888
1088,2005,229680.953125
1089,2008,348849.1304347826
1090,2005,229680.953125
1091,1959,154124.3076923077
1092,1955,134517.1875
1093,1946,122400.0
1094,1920,112903.33333333333
1095,1955,134517.1875
1096,1955,134517.1875
1097,1923,159428.57142857142
1098,1926,124144.44444444444
1099,1921,140813.33333333334
1100,1930,103588.88888888889
1101,1921,140813.33333333334
1102,1926,124144.44444444444
1103,1927,82666.66666666667
1104,1951,136600.0
1105,1930,103588.88888888889
1106,1941,120900.0
1107,1960,161550.0
1108,1968,166075.0
1109,1980,164800.0
1110,1995,262194.44444444444
1111,1988,204636.36363636365
1112,1971,131820.45454545456
1113,1986,212000.0
1114,1940,131994.44444444444
1115,1925,129190.625
1116,1923,159428.57142857142
1117,1922,109237.5
1118,1939,150825.0
1119,1895,
1120,1957,149959.1
1121,1930,103588.88888888889
1122,2006,251775.44776119402
1123,1979,156396.88888888888
1124,2002,226869.5652173913
1125,2002,226869.5652173913
1126,1991,186140.0
1127,1975,159268.75
1128,1974,183050.0
1129,1987,198000.0
1130,1958,143179.16666666666
1131,2006,251775.44776119402
1132,2006,251775.44776119402
1133,1985,191400.0
1134,2001,242630.0
1135,2002,226869.5652173913
1136,1996,259162.66666666666
1137,2003,227408.57777777777
1138,2006,251775.44776119402
1139,1953,146333.33333333334
1140,1996,259162.66666666666
1141,1972,140569.5652173913
1142,1970,134647.91666666666
1143,1970,134647.91666666666
1144,1976,163831.9696969697
1145,1977,166860.9375
1146,1977,166860.9375
1147,1977,166860.9375
1148,1977,166860.9375
1149,1971,131820.45454545456
1150,1961,139846.42857142858
1151,1976,163831.9696969697
1152,1983,181400.0
1153,1984,164111.11111111112
1154,1954,139650.0
1155,1956,135810.7142857143
1156,1957,149959.1
1157,1957,149959.1
1158,1969,160725.64285714287
1159,1997,214925.0
1160,1995,262194.44444444444
1161,1996,259162.66666666666
1162,2005,229680.953125
1163,2005,229680.953125
1164,1994,247900.0
1165,1993,218058.82352941178
1166,1987,198000.0
1167,2005,229680.953125
1168,2006,251775.44776119402
1169,2006,251775.44776119402
1170,2006,251775.44776119402
1171,2005,229680.953125
1172,2005,229680.953125
1173,2005,229680.953125
1174,1980,164800.0
1175,1978,160962.5
